word0,frequency1,word2,frequency3,word4,frequency5,word6,frequency7,word8,frequency9,word10,frequency11,word12,frequency13,word14,frequency15,word16,frequency17,word18,frequency19,word20,frequency21,word22,frequency23,word24,frequency25,word26,frequency27,word28,frequency29,word30,frequency31,word32,frequency33,word34,frequency35,word36,frequency37,word38,frequency39,word40,frequency41,word42,frequency43
null,null,housingcomplex,34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,paliroad,31,null,null,nagapatinam,391,null,null,null,null,neardav,18,knextn,13,koppattil,25,null,null,null,null
null,null,hno533,34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,harniroad,31,null,null,ellisnagar,390,null,null,null,null,107near,18,thrinethra,13,kumbarakoppa,25,null,null,null,null
null,null,hno651,34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ajmerroad,31,null,null,kanaga,389,null,null,null,null,nearkrishna,18,nethivaripalli,13,palikoppa,25,null,null,null,null
null,null,hno611,34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road0239near,31,null,null,lajpatnagar,389,null,null,null,null,amberpetnear,18,konetikayyalu,13,seerathoppu,25,null,null,null,null
null,null,hno618,34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,bandhroad,31,null,null,aminagar,389,null,null,null,null,jhajjarnear,18,netajiroad,13,ganganakoppa,25,null,null,null,null
null,null,hno596,34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,broadwa,31,null,null,jayangr,388,null,null,null,null,dewasnear,18,datanet,13,devalingikoppa,25,null,null,null,null
null,null,hno608,34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadplot,30,null,null,ashanagar,388,null,null,null,null,bauhinea,18,khanet,13,ammankoppa,25,null,null,null,null
null,null,housind,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkothrud,30,null,null,ramnagara,387,null,null,null,null,kovilnear,18,nethal,13,kanakikoppa,25,null,null,null,null
null,null,hno780,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadrajahmundry,30,null,null,udyamnagar,387,null,null,null,null,trichynear,18,nxtcampus,13,oppmahila,24,null,null,null,null
null,null,housel,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkol,30,null,null,banagram,387,null,null,null,null,indianear,18,enext,13,oppidbi,24,null,null,null,null
null,null,hno777,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,sathyroad,30,null,null,nutangram,386,null,null,null,null,nearma,18,nethalloor,13,oppkalyan,24,null,null,null,null
null,null,hno527,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadakola,30,null,null,chandramoulinagar,385,null,null,null,null,kannadanear,18,ponettur,13,oppekta,24,null,null,null,null
null,null,hno610,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadjaipurrajasthan,30,null,null,filmnagar,385,null,null,null,null,uttarakhandnear,18,shreenet,13,marketopp,24,null,null,null,null
null,null,hno622,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadmedical,30,null,null,budhnagar,385,null,null,null,null,ahmednagarnear,18,bagmanetechpark,13,7opp,24,null,null,null,null
null,null,hno785,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5road,30,null,null,nagarroad,384,null,null,null,null,nea\u00fdr,18,medenet,13,6opp,24,null,null,null,null
null,null,hno566,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsubhash,30,null,null,ambicanagar,383,null,null,null,null,eastnea,18,netanga,13,tippaikoppa,24,null,null,null,null
null,null,hnob2,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkoramangala,30,null,null,jamnagar1,381,null,null,null,null,urbannear,18,nethara,13,oppramalayam,24,null,null,null,null
null,null,hno591,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,zproad,30,null,null,sadasivanagar,381,null,null,null,null,seoninear,18,nettekallu,13,opptilak,24,null,null,null,null
null,null,hno548,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,hsroad,30,null,null,ghanshyamnagar,381,null,null,null,null,nearbuy,18,inetr,13,oppost,24,null,null,null,null
null,null,housefeed,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ckroad,30,null,null,samarthnagar,380,null,null,null,null,bathindanear,18,netrampura,13,oppice,24,null,null,null,null
null,null,houseq,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadvisakhapatnamandhra,30,null,null,ranchhodnagar,379,null,null,null,null,teghranear,18,netakewadi,13,dasanakoppal,24,null,null,null,null
null,null,houseplot,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdno12,30,null,null,nagaralu,378,null,null,null,null,119near,18,nettayampalayam,13,kakathoppu,24,null,null,null,null
null,null,housno,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,aproad,30,null,null,rajajinagara,377,null,null,null,null,begusarainear,17,fishnet,13,oppyogeshwar,24,null,null,null,null
null,null,hno3a,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,newroad,30,null,null,thiyagarajanagar,376,null,null,null,null,raonear,17,netwalo,13,oppprakash,24,null,null,null,null
null,null,hno682,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,vatvaroad,30,null,null,saktinagar,376,null,null,null,null,64near,17,channethodi,13,oppvrundavan,24,null,null,null,null
null,null,hno546,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdah,30,null,null,gautamnagar,376,null,null,null,null,midnaporenear,17,creatnet,13,oppmahavir,24,null,null,null,null
null,null,house*****************************,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadvej,30,null,null,narendranagar,376,null,null,null,null,lanea,17,navneeti,12,mandiropp,24,null,null,null,null
null,null,hno536,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road0237near,30,null,null,thakkarnagar,376,null,null,null,null,no11near,17,neetibagh,12,oppsion,24,null,null,null,null
null,null,hno1111,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road**********,30,null,null,lohianagar,375,null,null,null,null,chemburnear,17,hornet,12,opptulsi,24,null,null,null,null
null,null,hno597,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roaddistt,29,null,null,nagalingam,375,null,null,null,null,genearal,17,bineeta,12,oppmumbai,24,null,null,null,null
null,null,hno626,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbhavnagar,29,null,null,krantinagar,375,null,null,null,null,thrissurnear,17,nethapalem,12,oppfci,24,null,null,null,null
null,null,hno704,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadtnagarchennai,29,null,null,sahebnagar,374,null,null,null,null,nearshivaji,17,igenetic,12,opphp,24,null,null,null,null
null,null,hno604,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadhouse,29,null,null,selvanagar,374,null,null,null,null,147near,17,pharmanet,12,oppnavjeevan,24,null,null,null,null
null,null,hno549,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkanpur,29,null,null,bnagar,373,null,null,null,null,agraharamnear,17,junetion,12,malalikoppa,24,null,null,null,null
null,null,hno684,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,evnroad,29,null,null,nagashettihalli,372,null,null,null,null,engeenearing,17,nete,12,voppicherla,24,null,null,null,null
null,null,housingbord,32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,sfroad,29,null,null,chinaganjam,371,null,null,null,null,branchnear,17,nineteenth,12,shoppersstop,24,null,null,null,null
null,null,hno627,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdkandivali,29,null,null,nagaral,371,null,null,null,null,millnear,17,parampuneet,12,thoppumpad,24,null,null,null,null
null,null,hno685,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdbandra,29,null,null,nagarhyderabad,370,null,null,null,null,ballianear,17,nethawa,12,ujjinakoppa,24,null,null,null,null
null,null,hno580,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadroad,29,null,null,vidyapatinagar,370,null,null,null,null,morenear,17,ravneet,12,koppalkad,24,null,null,null,null
null,null,hno579,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadhosur,29,null,null,mithanagar,368,null,null,null,null,nagar0237near,17,kannetty,12,virupinakoppa,24,null,null,null,null
null,null,hno628,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadfaridabad,29,null,null,rudranagar,368,null,null,null,null,nearmaruti,17,netlal,12,harekoppa,24,null,null,null,null
null,null,housev,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadlake,29,null,null,pritinagar,368,null,null,null,null,mahendragarhnear,17,cybernetic,12,gudagoppa,24,null,null,null,null
null,null,hno563,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadjawahar,29,null,null,chaitanyanagar,366,null,null,null,null,nearhp,17,ineternational,12,poopparamba,24,null,null,null,null
null,null,hno614,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,lamroad,29,null,null,amruthnagar,366,null,null,null,null,nearstate,17,rmznxt,12,dhulikoppa,24,null,null,null,null
null,null,hno633,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rd4,29,null,null,vitthalnagar,364,null,null,null,null,hoblinear,17,pioneet,12,grasshopper,24,null,null,null,null
null,null,hno543,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roundroad,29,null,null,shrinandnagar,363,null,null,null,null,nearpower,17,netplace,12,koppanur,24,null,null,null,null
null,null,hno845,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadhebbal,29,null,null,kanagavel,363,null,null,null,null,neardelhi,17,benetion,12,salakinakoppa,24,null,null,null,null
null,null,hno515,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,standroad,29,null,null,roynagar,363,null,null,null,null,gudanear,17,pinetree,12,korlikoppa,24,null,null,null,null
null,null,hno595,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,vhroad,29,null,null,bhimanagar,362,null,null,null,null,nearh,17,netwrok,12,oppmedical,23,null,null,null,null
null,null,hno581,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2ndmainroad,29,null,null,jjnagar,361,null,null,null,null,ganganagarnear,17,netsmart,12,veppanthoppu,23,null,null,null,null
null,null,hno994,31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,mandiroad,29,null,null,arundhutinagar,361,null,null,null,null,204near,17,netragaon,12,opppwd,23,null,null,null,null
null,null,hno843,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ausaroad,29,null,null,dwarkanagar,360,null,null,null,null,ambalanear,17,nethramangalath,12,oppbest,23,null,null,null,null
null,null,hno707,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkolkatawest,29,null,null,nagaer,360,null,null,null,null,kherinear,17,genet,12,blockopp,23,null,null,null,null
null,null,hno680,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsub,29,null,null,nagarbera,360,null,null,null,null,thiruvananthapuramnear,17,senetri,12,oppdatta,23,null,null,null,null
null,null,hno=,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,pokhranroad,29,null,null,nagarcolony,359,null,null,null,null,nearerode,17,laneto,12,bopparaju,23,null,null,null,null
null,null,hno679,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,kaliyaroad,29,null,null,ghodadongri,359,null,null,null,null,roorkeenear,17,netur,12,bhavanopp,23,null,null,null,null
null,null,hno838,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,kanadiyaroad,29,null,null,sasanenagar,358,null,null,null,null,udaipurnear,17,junet,12,oppsosite,23,null,null,null,null
null,null,hno616,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsatellite,28,null,null,virnagar,358,null,null,null,null,jnear,17,netan,12,bopp,23,null,null,null,null
null,null,housei,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,oroad,28,null,null,shangri,356,null,null,null,null,urnea,17,pathinettu,12,oppmodern,23,null,null,null,null
null,null,hno776,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadshivajinagar,28,null,null,pudhunagar,356,null,null,null,null,bankuranear,17,nettikkattu,12,oppositeto,23,null,null,null,null
null,null,hno643,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadpeelamedu,28,null,null,nagarathpet,355,null,null,null,null,bengalurunear,17,enternet,12,thekkethoppil,23,null,null,null,null
null,null,housekallur,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ccroad,28,null,null,cholanagar,354,null,null,null,null,iiinear,16,manuneethi,12,settiathoppe,23,null,null,null,null
null,null,hno599,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdk,28,null,null,nirmalnagar,354,null,null,null,null,300near,16,neethubhavan,12,oppauda,23,null,null,null,null
null,null,hno1023,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadja,28,null,null,nagar3rd,352,null,null,null,null,nayagarhnear,16,sunnet,12,[opp,23,null,null,null,null
null,null,houseeast,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,kolar_road,28,null,null,akhbarnagar,352,null,null,null,null,153near,16,intelienet,12,oppradhe,23,null,null,null,null
null,null,hno689,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadphase,28,null,null,maninagaram,352,null,null,null,null,outnear,16,nethaje,11,oppkhalsa,23,null,null,null,null
null,null,hno869,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsilchar,28,null,null,sivanagar,351,null,null,null,null,163near,16,cenet,11,oppojit,23,null,null,null,null
null,null,hno644,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadfort,28,null,null,khernagar,351,null,null,null,null,jagatpuranear,16,continenetal,11,valaithoppu,23,null,null,null,null
null,null,hno678,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,_road,28,null,null,nagaruttar,351,null,null,null,null,nearrailwaystation,16,infinety,11,kopparshikoppa,23,null,null,null,null
null,null,hno666,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,bjroad,28,null,null,bangrod,351,null,null,null,null,lonynear,16,netakallappa,11,thoppasamy,23,null,null,null,null
null,null,hno659,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadshenoy,28,null,null,bangrasia,350,null,null,null,null,nearmandir,16,roadnetaji,11,kopparsikoppa,23,null,null,null,null
null,null,hno623,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdborivali,28,null,null,ramkrishnanagar,349,null,null,null,null,nearmarket,16,navaneetam,11,oppairport,23,null,null,null,null
null,null,hno686,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkaloor,28,null,null,indhiranagar,349,null,null,null,null,virudhunagarnear,16,departmenet,11,distkoppal,23,null,null,null,null
null,null,hno552,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rvroad,28,null,null,jamnagarjamnagar,349,null,null,null,null,83near,16,nettay,11,koppalthota,23,null,null,null,null
null,null,hno759,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,sagarroad,28,null,null,nagalakshmi,347,null,null,null,null,82near,16,kochaneth,11,oppblock,23,null,null,null,null
null,null,hno1012,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,raturoad,28,null,null,gobindanagar,347,null,null,null,null,sarainear,16,kodumannethu,11,oppramdev,23,null,null,null,null
null,null,hno904,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,tcroad,28,null,null,karimnaga,347,null,null,null,null,banglorenear,16,conet,11,kuruvinakoppa,23,null,null,null,null
null,null,hno575,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadamroli,28,null,null,nagap,347,null,null,null,null,116near,16,mignonette,11,ramanakoppa,23,null,null,null,null
null,null,hno657,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadpurnia,28,null,null,nagamani,345,null,null,null,null,nearjai,16,nethiji,11,ramenakoppa,23,null,null,null,null
null,null,house#4,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsanganer,28,null,null,pushpanagar,345,null,null,null,null,nearshankar,16,externetworks,11,shenbagathoppu,23,null,null,null,null
null,null,housign,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsecunderabad,27,null,null,ahmednaga,345,null,null,null,null,naganear,16,cognet,11,hoppu,23,null,null,null,null
null,null,hno432,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadno7,27,null,null,vocnagar,345,null,null,null,null,nearsaraswati,16,netranand,11,chithanthoppu,23,null,null,null,null
null,null,hno665,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadshimoga,27,null,null,indirangr,345,null,null,null,null,oninear,16,inflibnet,11,margankoppa,23,null,null,null,null
null,null,houset,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadjalgaon,27,null,null,karvetinagaram,344,null,null,null,null,hpnear,16,palanet,11,talekoppa,23,null,null,null,null
null,null,hno634,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdq,27,null,null,pradhannagar,344,null,null,null,null,khammamnear,16,gannet,11,revadikoppa,23,null,null,null,null
null,null,hno639,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdgoregaon,27,null,null,nagapura,343,null,null,null,null,orissanear,16,panethadka,11,doddegowdanakoppalu,23,null,null,null,null
null,null,hno702,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,waroad,27,null,null,sheelanagar,343,null,null,null,null,laturnear,16,nettadahalli,11,ngropp,22,null,null,null,null
null,null,hno584,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdnasik,27,null,null,karimanagar,342,null,null,null,null,hoshiarpurnear,16,garmnet,11,oppmodel,22,null,null,null,null
null,null,hno565,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadcity,27,null,null,disttsangrur,341,null,null,null,null,gramnear,16,biogenetic,11,oppbaba,22,null,null,null,null
null,null,hno697,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdhaman,27,null,null,gournagar,340,null,null,null,null,banea,16,teneti,11,nropp,22,null,null,null,null
null,null,hno918,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,bazarroad,27,null,null,kishannagar,340,null,null,null,null,mandsaurnear,16,netura,11,koppla,22,null,null,null,null
null,null,hno672,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,avaroad,27,null,null,nagarthpet,340,null,null,null,null,jalahallinear,16,climaveneta,11,opptorrent,22,null,null,null,null
null,null,hno920,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbikaner,27,null,null,vimalanagar,340,null,null,null,null,gayanear,16,makdonetarana,11,oppvaibhav,22,null,null,null,null
null,null,hno999,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadvillupuram,27,null,null,saleemnagar,339,null,null,null,null,neab,16,kannetti,11,thoppalamman,22,null,null,null,null
null,null,hno744,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,raodnear,27,null,null,alwarthirunagari,339,null,null,null,null,panvelnear,16,nettayikkodath,11,oppradio,22,null,null,null,null
null,null,hno706,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nehruroad,27,null,null,rishinagar,337,null,null,null,null,148near,16,konetivaripalli,11,oppganpati,22,null,null,null,null
null,null,housekeeper,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,raodr,27,null,null,vijainagar,337,null,null,null,null,orenear,16,maneta,11,oppbhavsar,22,null,null,null,null
null,null,hno830,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,shivroad,27,null,null,tingrenagar,336,null,null,null,null,109near,15,cheneta,11,paruthithoppu,22,null,null,null,null
null,null,hno747,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nmroad,27,null,null,kamalnagar,335,null,null,null,null,gunjnear,15,nethati,11,yarikoppa,22,null,null,null,null
null,null,housiing,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbudge,27,null,null,ranagar,333,null,null,null,null,saraninear,15,bhanet,11,maanthoppu,22,null,null,null,null
null,null,hno696,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,lineroad,27,null,null,nagarpo,332,null,null,null,null,gardensnear,15,kunnethottathil,11,pilanthoppu,22,null,null,null,null
null,null,hno507,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,agroad,27,null,null,santhoshnagar,330,null,null,null,null,sharmanear,15,cyinet,11,oppankur,22,null,null,null,null
null,null,hno619,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadta,27,null,null,damnagar,330,null,null,null,null,143near,15,netahi,11,goppanurpudur,22,null,null,null,null
null,null,housw,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,cinemaroad,27,null,null,bhangrotu,330,null,null,null,null,wastinear,15,netajiwadi,11,oppuma,22,null,null,null,null
null,null,hno583,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ptroad,27,null,null,bimanagar,329,null,null,null,null,bhiwandinear,15,netasar,11,shoppingcentre,22,null,null,null,null
null,null,hno715,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkumbakonam,27,null,null,mehulnagar,329,null,null,null,null,wadanear,15,sutarnet,11,halladakoppalu,22,null,null,null,null
null,null,housemans,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadgajuwaka,27,null,null,nagamapal,328,null,null,null,null,cornear,15,cynet,11,oppshell,22,null,null,null,null
null,null,hno841,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,palaceroad,27,null,null,nagalnagar,328,null,null,null,null,badavanenear,15,konetirajupalem,10,krthoppur,22,null,null,null,null
null,null,hno691,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,psroad,27,null,null,ramnaga,328,null,null,null,null,no13near,15,nextt,10,naduthoppu,22,null,null,null,null
null,null,hno801,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,courseroad,27,null,null,ttnagar,328,null,null,null,null,nadunear,15,netwok,10,soppatti,22,null,null,null,null
null,null,hno625,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdas,27,null,null,akbarnagar,328,null,null,null,null,sinear,15,floornext,10,kayisoppina,22,null,null,null,null
null,null,hno632,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,deoroad,27,null,null,saradanagar,328,null,null,null,null,districtnear,15,magathanetelephone,10,yogikoppa,22,null,null,null,null
null,null,hno703,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road******,27,null,null,bhavnagarbhavnagar,327,null,null,null,null,pallinear,15,netwings,10,koppadistrict,22,null,null,null,null
null,null,hno714,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road*************,27,null,null,bijalinagar,327,null,null,null,null,clubnear,15,kanet,10,gortoppa,22,null,null,null,null
null,null,hno499,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,alandiroad,26,null,null,vizianagram,326,null,null,null,null,palemnear,15,carnetion,10,boppasamudra,22,null,null,null,null
null,null,hno1144,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road8,26,null,null,boudhanagar,325,null,null,null,null,96near,15,netajicolony,10,opppani,22,null,null,null,null
null,null,hnorc,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,viharroad,26,null,null,hegdenagar,324,null,null,null,null,anea,15,thanetal,10,thoppilayi,22,null,null,null,null
null,null,housde,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,sinhagadroad,26,null,null,nagarward,323,null,null,null,null,189near,15,linet,10,choppavaripalli,22,null,null,null,null
null,null,househouse,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsakinaka,26,null,null,nagammai,323,null,null,null,null,61near,15,navneetham,10,campopp,22,null,null,null,null
null,null,hno675,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadvellore,26,null,null,tajnagar,322,null,null,null,null,manipurnear,15,convnet,10,aropp,22,null,null,null,null
null,null,hno576,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,wocroad,26,null,null,bhagathnagar,321,null,null,null,null,92near,15,navaneeta,10,poppalaguda,21,null,null,null,null
null,null,hno835,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadindia,26,null,null,jbnagar,319,null,null,null,null,97near,15,gardenext,10,oppidpl,21,null,null,null,null
null,null,hno829,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadnaranpura,26,null,null,meenakshinagar,319,null,null,null,null,70near,15,bikanet,10,hotelopp,21,null,null,null,null
null,null,hno661,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadvisakhapatnam,26,null,null,dattnagar,319,null,null,null,null,murshidabadnear,15,nettanga,10,estateopp,21,null,null,null,null
null,null,hno961,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nibmroad,26,null,null,nagawa,319,null,null,null,null,90near,15,vinet,10,oppmaharashtra,21,null,null,null,null
